"","id","chlA.ugml","chlB.ugml","chlA.gml","chlB.gml","chlA.g","chlB.g","chlA.gm2","chlB.gm2","chlA.mmolm2","chlB.mmolm2","chl.mmolm2","chlA.chlB"
"1","1",3.55664333333333,1.02199666666667,3.55664333333333e-06,1.02199666666667e-06,3.55664333333333e-05,1.02199666666667e-05,0.115250918124865,0.0331171959386476,0.128986713215146,0.036493984306531,0.165480697521677,3.48009289006161
"2","10",3.22138,0.96347,3.22138e-06,9.6347e-07,3.22138e-05,9.6347e-06,0.120515525626637,0.0360445192667415,0.13487876534861,0.039719791581806,0.174598556930416,3.34351873955598
"3","11",3.92334,1.12143,3.92334e-06,1.12143e-06,3.92334e-05,1.12143e-05,0.127215953307393,0.0363628404669261,0.142377761085375,0.0400705703405358,0.18244833142591,3.49851528851556
"4","12",3.98091666666667,1.16458333333333,3.98091666666667e-06,1.16458333333333e-06,3.98091666666667e-05,1.16458333333333e-05,0.128086121836122,0.0374705062205062,0.143351637738942,0.0412911790147401,0.184642816753682,3.41831842576029
"5","13",3.90532333333333,1.11563666666667,3.90532333333333e-06,1.11563666666667e-06,3.90532333333333e-05,1.11563666666667e-05,0.124333757826595,0.0355185185185185,0.139152060778944,0.0391401572707842,0.178292218049728,3.50053332775605
"6","14",3.89244333333333,1.05297666666667,3.89244333333333e-06,1.05297666666667e-06,3.89244333333333e-05,1.05297666666667e-05,0.130138526691185,0.0352048367324195,0.145648651600077,0.0387944909830842,0.184443142583161,3.69660929491948
"7","15",3.88324333333333,1.11161666666667,3.88324333333333e-06,1.11161666666667e-06,3.88324333333333e-05,1.11161666666667e-05,0.122693312269616,0.0351221695629279,0.137316104206574,0.0387033946719207,0.176019498878494,3.49332953506155
"8","16",3.59022333333333,0.952716666666666,3.59022333333333e-06,9.52716666666666e-07,3.59022333333333e-05,9.52716666666666e-06,0.121005167958656,0.0321104370295472,0.135426764063812,0.0353845714233498,0.170811335487161,3.76840613683677
"9","17",3.79139666666667,1.06976333333333,3.79139666666667e-06,1.06976333333333e-06,3.79139666666667e-05,1.06976333333333e-05,0.121949072584968,0.0344085986919695,0.136483164805059,0.0379170646875043,0.174400229492563,3.54414527823911
"10","18",3.12769333333333,0.860966666666666,3.12769333333333e-06,8.60966666666666e-07,3.12769333333333e-05,8.60966666666666e-06,0.106384126984127,0.0292845804988662,0.119063163237263,0.0322705769875216,0.151333740224785,3.63276936776492
"11","19",3.70813666666667,0.949053333333333,3.70813666666667e-06,9.49053333333333e-07,3.70813666666667e-05,9.49053333333333e-06,0.12418408126814,0.031783433802188,0.138984545520632,0.0350242253762526,0.174008770896885,3.90719524016915
"12","2",3.49446666666667,1.00816333333333,3.49446666666667e-06,1.00816333333333e-06,3.49446666666667e-05,1.00816333333333e-05,0.114987386201601,0.0331741801031041,0.128691773121287,0.0365567788501042,0.165248551971391,3.4661711561288
"13","20",3.63591666666667,1.19224333333333,3.63591666666667e-06,1.19224333333333e-06,3.63591666666667e-05,1.19224333333333e-05,0.116872924033001,0.0383234758384228,0.130802032470819,0.0422311215119208,0.173033153982739,3.04964310976786
"14","21",3.7444,1.10393,3.7444e-06,1.10393e-06,3.7444e-05,1.10393e-05,0.114402688664833,0.033728383745799,0.128037390364779,0.0371674917581837,0.165204882122962,3.39188173163153
"15","22",3.85694666666667,1.01384333333333,3.85694666666667e-06,1.01384333333333e-06,3.85694666666667e-05,1.01384333333333e-05,0.120491929605332,0.0316727064459023,0.134852357114449,0.0349022077268696,0.169754564841319,3.80428271297669
"16","23",4.00813333333333,1.11173666666667,4.00813333333333e-06,1.11173666666667e-06,4.00813333333333e-05,1.11173666666667e-05,0.131199127114021,0.0363907255864702,0.146835656135937,0.0401012987608078,0.186936954896744,3.60529022160524
"17","24",3.72937333333333,1.15145666666667,3.72937333333333e-06,1.15145666666667e-06,3.72937333333333e-05,1.15145666666667e-05,0.117275890985325,0.0362093291404612,0.131253025691179,0.0399014062618723,0.171154431953051,3.23883081430188
"18","25",4.0687,1.20821,4.0687e-06,1.20821e-06,4.0687e-05,1.20821e-05,0.130742287917738,0.0388242287917738,0.146324370088458,0.0427829336416342,0.189107303730092,3.36754372170401
"19","26",4.66716,1.30209,4.66716e-06,1.30209e-06,4.66716e-05,1.30209e-05,0.146351834430856,0.0408306679209784,0.163794288179042,0.0449939589418695,0.208788247120912,3.5843605280741
"20","27",3.77966666666667,0.999773333333333,3.77966666666667e-06,9.99773333333333e-07,3.77966666666667e-05,9.99773333333333e-06,0.125030323078619,0.0330722240599845,0.139931643830085,0.0364444268791085,0.176376070709194,3.78052358534601
"21","28",4.13294666666667,1.06409333333333,4.13294666666667e-06,1.06409333333333e-06,4.13294666666667e-05,1.06409333333333e-05,0.133320860215054,0.0343255913978495,0.149210260898091,0.0378255935709715,0.187035854469063,3.88400766850025
"22","29",3.32005,0.91358,3.32005e-06,9.1358e-07,3.32005e-05,9.1358e-06,0.11081608811749,0.0304933244325768,0.124023332830623,0.0336025702586055,0.157625903089229,3.63410976597561
"23","3",3.18933333333333,0.902346666666666,3.18933333333333e-06,9.02346666666666e-07,3.18933333333333e-05,9.02346666666666e-06,0.109223744292237,0.0309022831050228,0.122241210833944,0.0340532283216226,0.156294439155567,3.53448785389207
"24","30",3.65424,1.0272,3.65424e-06,1.0272e-06,3.65424e-05,1.0272e-05,0.117764743796326,0.0331034482758621,0.13180014078894,0.0364788348660144,0.168278975654955,3.55747663551402
"25","31",4.46905333333333,1.28612666666667,4.46905333333333e-06,1.28612666666667e-06,4.46905333333333e-05,1.28612666666667e-05,0.141694779116466,0.0407776368632424,0.15858219730777,0.0449355205827657,0.203517717890536,3.47481585535899
"26","32",3.73251666666667,0.938413333333333,3.73251666666667e-06,9.38413333333333e-07,3.73251666666667e-05,9.38413333333333e-06,0.121028426286208,0.0304284479031561,0.135452794357319,0.0335310786066273,0.168983872963947,3.97747616544238
"27","33",3.1119,0.79275,3.1119e-06,7.9275e-07,3.1119e-05,7.9275e-06,0.101331813741452,0.0258140670791273,0.113408706943909,0.0284461933497827,0.141854900293692,3.92544938505203
"28","34",3.53203333333333,0.889346666666667,3.53203333333333e-06,8.89346666666666e-07,3.53203333333333e-05,8.89346666666667e-06,0.114975043402778,0.0289500868055556,0.12867795928728,0.0319019767105861,0.160579935997866,3.97149218152651
"29","35",3.35838333333333,0.910506666666667,3.35838333333333e-06,9.10506666666667e-07,3.35838333333333e-05,9.10506666666667e-06,0.108439888063718,0.0293996340544613,0.121363933323318,0.0323973619562755,0.153761295279593,3.68847747774133
"30","36",3.67793,0.94858,3.67793e-06,9.4858e-07,3.67793e-05,9.4858e-06,0.116870988242771,0.0301423578010804,0.130799865969906,0.0332158173835834,0.16401568335349,3.87730080752282
"31","37",4.10527,1.19225,4.10527e-06,1.19225e-06,4.10527e-05,1.19225e-05,0.128651519899718,0.0373628956439987,0.143984420879137,0.0411725959469721,0.185157016826109,3.44329628853009
"32","38",4.40779666666667,1.12167333333333,4.40779666666667e-06,1.12167333333333e-06,4.40779666666667e-05,1.12167333333333e-05,0.138522836790279,0.0352505761575529,0.155032217647568,0.0388448942197019,0.19387711186727,3.92966163648359
"33","39",4.12842333333333,1.14117666666667,4.12842333333333e-06,1.14117666666667e-06,4.12842333333333e-05,1.14117666666667e-05,0.131227696545878,0.0362738927738928,0.146867630519948,0.0399725531134834,0.186840183633431,3.61768992823197
"34","4",4.28313666666667,1.26484333333333,4.28313666666667e-06,1.26484333333333e-06,4.28313666666667e-05,1.26484333333333e-05,0.136492564265987,0.0403073082642872,0.152759973885001,0.0444172350207579,0.197177208905759,3.38629817131503
"35","40",3.51693,0.88911,3.51693e-06,8.8911e-07,3.51693e-05,8.8911e-06,0.113230199613651,0.0286255634256278,0.126725162128741,0.0315443633680759,0.158269525496816,3.95556230387691
"36","41",3.85395666666667,0.960523333333333,3.85395666666667e-06,9.60523333333333e-07,3.85395666666667e-05,9.60523333333333e-06,0.12476389338513,0.0310949606129276,0.139633460604951,0.0342655521537104,0.173899012758662,4.01235090592975
"37","42",2.60981,0.66364,2.60981e-06,6.6364e-07,2.60981e-05,6.6364e-06,0.0837014111610006,0.0212841565105837,0.093677083816634,0.0234543913414038,0.117131475158038,3.93256886263637
"38","43",3.77269,0.99599,3.77269e-06,9.9599e-07,3.77269e-05,9.9599e-06,0.122969035202086,0.0324638200782268,0.137624688254285,0.0357739871050578,0.173398675359343,3.78787939637948
"39","44",3.54713666666667,0.889583333333333,3.54713666666667e-06,8.89583333333333e-07,3.54713666666667e-05,8.89583333333333e-06,0.112930170858538,0.0283216597686512,0.126389375450233,0.0312094722345104,0.157598847684743,3.98741358313817
"40","45",3.30717,0.85092,3.30717e-06,8.5092e-07,3.30717e-05,8.5092e-06,0.104591081593928,0.0269108159392789,0.117056419731092,0.029654771991668,0.14671119172276,3.88658158228741
"41","46",2.60291,0.70762,2.60291e-06,7.0762e-07,2.60291e-05,7.0762e-06,0.0852016366612111,0.0231626841243863,0.0953561086738941,0.0255244626537365,0.120880571327631,3.67840083660722
"42","47",2.5691,0.63361,2.5691e-06,6.3361e-07,2.5691e-05,6.3361e-06,0.0814811290834126,0.0200954646368538,0.0911921848478614,0.022144494734651,0.113336679582512,4.05470241946939
"43","48",3.27757666666667,0.870663333333333,3.27757666666667e-06,8.70663333333333e-07,3.27757666666667e-05,8.70663333333333e-06,0.103589654445849,0.0275178044669195,0.11593564083877,0.0303236519851009,0.146259292823871,3.76445928200338
"44","49",4.1009,1.00297,4.1009e-06,1.00297e-06,4.1009e-05,1.00297e-05,0.13118682021753,0.0320847728726807,0.146821882483162,0.035356290425778,0.18217817290894,4.08875639351127
"45","5",3.76295333333333,1.08217666666667,3.76295333333333e-06,1.08217666666667e-06,3.76295333333333e-05,1.08217666666667e-05,0.125348212302909,0.0360485232067511,0.140287419618034,0.0397242037827708,0.180011623400804,3.47720797282021
"46","50",4.49251333333333,1.06421666666667,4.49251333333333e-06,1.06421666666667e-06,4.49251333333333e-05,1.06421666666667e-05,0.141630306851618,0.0335503362757461,0.158510041131737,0.0369712897128788,0.195481330844616,4.22142734092369
"47","51",3.74478333333333,0.980856666666667,3.74478333333333e-06,9.80856666666667e-07,3.74478333333333e-05,9.80856666666667e-06,0.1192986088988,0.0312474248699161,0.133516814471914,0.0344335623986646,0.167950376870579,3.81787009314986
"48","52",4.55714333333333,1.15891666666667,4.55714333333333e-06,1.15891666666667e-06,4.55714333333333e-05,1.15891666666667e-05,0.145642164695856,0.0370379247896026,0.163000038830965,0.0408144895033474,0.203814528334313,3.93224419357158
"49","53",4.23460666666667,1.06752333333333,4.23460666666667e-06,1.06752333333333e-06,4.23460666666667e-05,1.06752333333333e-05,0.134176383607943,0.0338252006759611,0.150167746984301,0.0372741806075805,0.187441927591881,3.9667579475234
"50","54",3.76103666666667,0.973763333333334,3.76103666666667e-06,9.73763333333333e-07,3.76103666666667e-05,9.73763333333333e-06,0.119663909216248,0.0309819705164917,0.133925651885539,0.0341410410443229,0.168066692929862,3.86237244504996
"51","55",4.54556666666667,1.18445333333333,4.54556666666667e-06,1.18445333333333e-06,4.54556666666667e-05,1.18445333333333e-05,0.14457909245123,0.0376734520780322,0.161810267877505,0.041514818206698,0.203325086084203,3.83769164959362
"52","56",3.55189,0.95579,3.55189e-06,9.5579e-07,3.55189e-05,9.5579e-06,0.112472767574414,0.0302656744775174,0.125877458085991,0.03335170802067,0.159229166106661,3.71618242500968
"53","57",3.94350333333333,1.01703666666667,3.94350333333333e-06,1.01703666666667e-06,3.94350333333333e-05,1.01703666666667e-05,0.126192106666667,0.0325451733333333,0.141231890708181,0.0358636355288145,0.177095526236995,3.87744460212841
"54","58",4.56473333333333,1.18291666666667,4.56473333333333e-06,1.18291666666667e-06,4.56473333333333e-05,1.18291666666667e-05,0.14440788779922,0.0374222292523463,0.161618658771832,0.0412379794950205,0.202856638266853,3.85887988728426
"55","59",3.69533333333333,0.934156666666666,3.69533333333333e-06,9.34156666666666e-07,3.69533333333333e-05,9.34156666666666e-06,0.116903933354424,0.0295525677528208,0.130836737534469,0.0325658895090976,0.163402627043567,3.95579613697917
"56","6",3.26025,0.93285,3.26025e-06,9.3285e-07,3.26025e-05,9.3285e-06,0.114274447949527,0.0326971608832808,0.127893865708864,0.0360311204593879,0.163924986168252,3.49493487698987
"57","60",4.47104666666667,1.08041333333333,4.47104666666667e-06,1.08041333333333e-06,4.47104666666667e-05,1.08041333333333e-05,0.143119291506615,0.0345842936406316,0.160176485441255,0.0381106743370377,0.198287159778292,4.13827424072269
"58","7",2.85813333333333,0.842046666666666,2.85813333333333e-06,8.42046666666666e-07,2.85813333333333e-05,8.42046666666666e-06,0.111602238708838,0.0328796043212287,0.124903178150035,0.0362321667065894,0.161135344856624,3.39426951792062
"59","8",3.48864,0.99705,3.48864e-06,9.9705e-07,3.48864e-05,9.9705e-06,0.110926550079491,0.0317027027027027,0.124146959832001,0.0349352625460927,0.159082222378094,3.49896193771626
"60","9",3.10147333333333,0.810956666666666,3.10147333333333e-06,8.10956666666666e-07,3.10147333333333e-05,8.10956666666666e-06,0.119794257757178,0.0313231620960474,0.134071535581222,0.0345170221561565,0.168588557737379,3.82446246614082
