"","X.2","X.1","X","X.x","full_plant_ID","chamber","treatment","replicate","unique_id","disc_wet_weight","focal_dry_weight","stem_dry_weight","total_leaves_dry_weight","above_biomass_dry_weight","root_biomass_dry_weight","area_focal","disc_area","total_leaf_area","combined_leaf_areas","SLA_focal.x","machine","photo_resp_20","anet_420_20","ci_420_20","gsw_420_20","vpd_leaf_20","temperature_leaf_20","vcmax_tleaf_20","vcmax_tleaf_se_20","jmax_tleaf_20","jmax_tleaf_se_20","rd_tleaf_20","rd_tleaf_se_20","aci_RMSE_20","aci_ci_transistion_20","aci_ci_transition_set_20","aci_km_20","aci_gammastar_20","aci_fitmethod_20","aci_tcorrect_20","aci_fittpu_20","photo_resp_25","anet_420_25","ci_420_25","gsw_420_25","vpd_leaf_25","temperature_leaf_25","vcmax_tleaf_25","vcmax_tleaf_se_25","jmax_tleaf_25","jmax_tleaf_se_25","rd_tleaf_25","rd_tleaf_se_25","aci_RMSE_25","aci_ci_transistion_25","aci_ci_transition_set_25","aci_km_25","aci_gammastar_25","aci_fitmethod_25","aci_tcorrect_25","aci_fittpu_25","photo_resp_31","anet_420_31","ci_420_31","gsw_420_31","vpd_leaf_31","temperature_leaf_31","vcmax_tleaf_31","vcmax_tleaf_se_31","jmax_tleaf_31","jmax_tleaf_se_31","rd_tleaf_31","rd_tleaf_se_31","aci_RMSE_31","aci_ci_transistion_31","aci_ci_transition_set_31","aci_km_31","aci_gammastar_31","aci_fitmethod_31","aci_tcorrect_31","aci_fittpu_31","X.y","chlA.ugml","chlB.ugml","chlA.gml","chlB.gml","chlA.g","chlB.g","chlA.gm2","chlB.gm2","chlA.mmolm2","chlB.mmolm2","chl.mmolm2","chlA.chlB","Ambient.Humidity_dark","Ambient.Temperature_dark","ECSt.mAU_dark","gH._dark","Leaf.Angle_dark","Leaf.Temperature.Differential_dark","LEF_dark","Light.Intensity..PAR._dark","NPQt_dark","Phi2_dark","PhiNO_dark","PhiNPQ_dark","PS1.Active.Centers_dark","PS1.Open.Centers_dark","PS1.Over.Reduced.Centers_dark","PS1.Oxidized.Centers_dark","Relative.Chlorophyll_dark","Thickness_dark","vH._dark","time_dark","Trifoliate.set._dark","Ambient.Humidity_light","Ambient.Temperature_light","ECSt.mAU_light","gH._light","Leaf.Angle_light","Leaf.Temperature.Differential_light","LEF_light","Light.Intensity..PAR._light","NPQt_light","Phi2_light","PhiNO_light","PhiNPQ_light","PS1.Active.Centers_light","PS1.Open.Centers_light","PS1.Over.Reduced.Centers_light","PS1.Oxidized.Centers_light","Relative.Chlorophyll_light","Thickness_light","vH._light","time_light","Trifoliate.set._light","resp_20","resp_25","resp_31","c13","total_c","n15","total_n","weight_mg","nitrogen_g.g","SLA_focal.y","nitrogen_area"
"29",29,29,29,29,"4.LTVLLV.1.29",4,"LTVLLV",1,29,0.0371,0.1108,0.69,1.29,2.0908,NA,40.188,2.996,377.53,420.714,362.7075812,"gibson","photosynthesis",12.17973168,303.2371913,0.21968303,1.352575404,20.00957144,41.37352109,0.878405167,86.8978233,NA,2.682736958,0.265483051,3.562897474,344.2955922,NA,461.9185472,32.96936839,"bilinear",FALSE,FALSE,"photosynthesis",12.65995122,275.8063135,0.17994964,1.837964341,25.01195294,61.52311539,0.945194603,99.55093835,NA,2.139054305,0.187784175,3.781417518,314.2126368,NA,711.0577453,42.77624174,"bilinear",FALSE,FALSE,"photosynthesis",13.68017865,340.4272115,0.56161044,2.485326557,31.04947632,73.54467173,1.242468308,91.78956199,NA,-0.483711207,0.162198859,4.002727871,351.4937595,NA,1197.187427,57.9086406,"bilinear",FALSE,FALSE,22,3.32005,0.91358,3.32e-06,9.14e-07,3.32e-05,9.14e-06,0.110816088,0.030493324,0.124023333,0.03360257,0.157625903,3.634109766,43.262,24.86,5e-05,144.526,4.546,1.09,0.3307068,1.384,1.094,0.531,0.224,0.245,0.764,0.401,0.222,0.378,38.35,0.43,0.007,"7/17/2024 13:25",4,53.031,24.61,0.00065,160.128,2.76,-0.1,80.6560974,1368.212,0.584,0.131,0.549,0.32,1.193,1.247,-0.067,-0.179,40.58,0.17,0.104,"7/17/2024 7:45",4,-0.811313637583333,-1.21131807441667,-1.85579111516667,-31.08,919.72,23.95,120.08,1.978,0.0607077856420627,362.7075812,0.000167373908869547
"30",30,30,30,30,"4.LTVLLV.1.30",4,"LTVLLV",1,30,0.0439,0.1322,0.98,1.9,3.0122,NA,36.64,3.103,503.69,543.433,277.1558245,"yadi","photosynthesis",15.36842271,346.8001455,0.634100932,1.221756018,20.01818543,48.52443908,1.399995992,111.9500676,NA,3.104388367,0.468746261,4.279496187,424.0803646,NA,462.2612603,32.98440585,"bilinear",FALSE,FALSE,"photosynthesis",18.22541328,276.9223987,0.280625685,1.637300064,25.00282938,89.48759883,2.252942429,149.6614316,NA,3.34998467,0.487179714,7.54236715,320.1151331,NA,710.496746,42.75624688,"bilinear",FALSE,FALSE,"photosynthesis",18.97621128,273.5839246,0.298979722,2.23882265,31.01357174,140.7371425,2.417638354,174.9657328,NA,2.117928553,0.311870746,4.377918857,321.7481483,NA,1193.480538,57.80638387,"bilinear",FALSE,FALSE,24,3.65424,1.0272,3.65e-06,1.03e-06,3.65e-05,1.03e-05,0.117764744,0.033103448,0.131800141,0.036478835,0.168278976,3.557476636,45.345,22.48,0.30799,0.003,6.766,0.63,0.3357072,1.227,0.656,0.608,0.237,0.155,1.012,0.192,0.437,0.37,38.29,0.69,0.001,"7/15/2024 15:01",4,64.764,24.73,9e-04,172.494,3.828,1.04,178.9615755,3898.945,1.053,0.102,0.437,0.46,-1.607,-1.207,1.559,0.648,38.89,0.71,0.155,"7/15/2024 9:22",4,-1.10418426175,-1.49315291625,-1.72946290741667,-30.53,956.43,14.57,108.78,2.083,0.0522227556409025,277.1558245,0.000188423807203455
"31",31,31,31,31,"3.LTVHLV.2.31",3,"LTVHLV",2,31,0.0457,0.2155,1.52,2.56,4.2955,NA,48.759,3.154,636.33,688.243,226.2598608,"ozzie","photosynthesis",18.36444487,278.5561863,0.280202774,1.281742058,20.01504077,64.31237209,1.623774826,133.9434737,NA,3.294267552,0.462190674,3.685189505,320.8134933,NA,462.1345892,32.97887989,"bilinear",FALSE,FALSE,"photosynthesis",19.36487847,257.4249918,0.255003961,1.779167817,25.01942451,87.68585459,1.06187753,137.207517,NA,0.386517873,0.200491704,3.396431875,282.8944958,NA,711.5136365,42.7925515,"bilinear",FALSE,FALSE,"photosynthesis",17.61016439,250.6136596,0.222761208,2.444621233,31.01500975,123.5487761,1.669693573,141.7586198,NA,-0.532305583,0.186366989,2.838551701,285.3254503,NA,1193.630954,57.81050617,"bilinear",FALSE,FALSE,25,4.469053333,1.286126667,4.47e-06,1.29e-06,4.47e-05,1.29e-05,0.141694779,0.040777637,0.158582197,0.044935521,0.203517718,3.474815855,38.34,26.02,4e-05,-3015.329,5.606,-0.87,0.395478,1.384,0.672,0.635,0.219,0.147,1.137,0.19,0.5,0.31,46.62,1.37,-0.121,"7/11/2024 13:57",3,45.449,25.99,0.00062,192.343,16.078,-2.18,148.068216,754.68,0.108,0.436,0.509,0.055,2.13,1.171,-0.45,0.28,50.63,1.26,0.119,"7/11/2024 7:52",3,-0.866525365583333,-1.46522217875,-2.14202608458333,-31.24,896.75,14.68,88.21,1.995,0.0442155388471178,226.2598608,0.000195419278924606
"32",32,32,32,32,"3.LTVHLV.2.32",3,"LTVHLV",2,32,0.0428,0.1677,0.93,1.58,2.6777,NA,45.105,3.084,420.81,468.999,268.9624329,"yadi","photosynthesis",12.47081267,347.714858,0.46292561,1.236296639,19.99795469,33.49029201,0.438172607,76.08709179,NA,0.771116689,0.147243158,1.868236838,423.1611772,NA,461.4576168,32.94911824,"bilinear",FALSE,FALSE,"photosynthesis",10.76478425,270.1325557,0.14063153,1.67482765,24.99234151,49.30794967,0.724815115,89.43373422,NA,0.876330942,0.152443486,4.911613786,403.045519,NA,709.8550937,42.73332147,"bilinear",FALSE,FALSE,"photosynthesis",12.6664432,288.189044,0.211222543,2.331967333,31.00194822,84.82978376,1.155730989,106.0762296,NA,0.542746345,0.147881484,2.287723771,346.9236784,NA,1192.28177,57.77329741,"bilinear",FALSE,FALSE,26,3.732516667,0.938413333,3.73e-06,9.38e-07,3.73e-05,9.38e-06,0.121028426,0.030428448,0.135452794,0.033531079,0.168983873,3.977476165,41.75,23.71,6e-05,6.195,7.781,-0.46,0.3359808,1.228,0.9,0.608,0.206,0.186,1.28,0.295,0.422,0.282,38.94,1.61,0,"7/12/2024 14:54",3,49.055,31.79,0.00049,169.858,4.796,-1.1,304.1464815,3975.771,0.393,0.17,0.596,0.234,6.453,0.366,0.142,0.492,41.43,1.45,0.083,"7/12/2024 10:47",3,-1.02983119591667,-1.35341420966667,-2.00373874541667,-32.42,947.26,16.98,111.86,2.045,0.0546992665036675,268.9624329,0.00020337139991593
"33",33,33,33,33,"3.LTVHLV.2.33",3,"LTVHLV",2,33,0.0399,0.1029,0.65,1.14,1.8929,NA,36.346,3.071,299.15,338.567,353.2167153,"yadi","photosynthesis",9.520654314,272.8482958,0.12246092,1.286450294,19.98611587,42.25547683,2.535833705,88.06729488,NA,4.493815222,0.720550142,6.051520391,336.7374683,NA,460.9864111,32.92844672,"bilinear",FALSE,FALSE,"photosynthesis",11.25459654,315.7831549,0.241552081,1.684442423,25.00854543,46.95217302,1.224310854,81.96125336,NA,1.366610207,0.276710963,3.483903257,374.3311152,NA,710.8449782,42.7687145,"bilinear",FALSE,FALSE,"photosynthesis",11.72010797,329.7106034,0.349449946,2.364344513,31.02983365,66.39998106,1.060318571,85.51620647,NA,0.137827005,0.15249181,2.173747655,374.254847,NA,1195.153144,57.8526112,"bilinear",FALSE,FALSE,27,3.1119,0.79275,3.11e-06,7.93e-07,3.11e-05,7.93e-06,0.101331814,0.025814067,0.113408707,0.028446193,0.1418549,3.925449385,43.271,24.84,0.00013,14.043,3.401,0.97,0.3135024,1.312,1.071,0.531,0.226,0.243,0.905,0.247,0.364,0.389,38.25,0.35,0.002,"7/17/2024 13:22",4,51.669,24.67,0.00095,39.867,4.803,-0.64,83.47624245,769.721,0.059,0.241,0.717,0.042,2.08,0.671,0.083,0.247,39,0.21,0.038,"7/17/2024 7:51",4,-0.87903996775,-1.29095147725,-1.93989004191667,-31.55,933.5,10.94,113.92,2.019,0.0564239722634968,353.2167153,0.000159743210950744
"34",34,34,34,34,"3.LTVHLV.2.34",3,"LTVHLV",2,34,0.0407,0.115,0.7,1.31,2.125,NA,37.661,3.072,353.91,394.643,327.4869565,"ozzie","photosynthesis",10.24126606,356.9424312,0.449034422,1.323270442,20.01632079,31.90057567,1.024257031,73.44956215,NA,2.142027123,0.349341484,3.610564537,440.1078655,NA,462.1855269,32.98111469,"bilinear",FALSE,FALSE,"photosynthesis",11.37362004,309.7730705,0.226734386,1.750583553,25.0161487,50.00413851,1.578924727,85.1683073,NA,1.841275321,0.365621932,3.92812225,354.564873,NA,711.3116098,42.78536133,"bilinear",FALSE,FALSE,"photosynthesis",10.75972739,298.5643169,0.196378688,2.439567601,31.01772116,63.58900437,0.894085317,76.61413892,NA,-0.358028575,0.119361293,2.044509894,331.4915721,NA,1193.908254,57.81819211,"bilinear",FALSE,FALSE,28,3.532033333,0.889346667,3.53e-06,8.89e-07,3.53e-05,8.89e-06,0.114975043,0.028950087,0.128677959,0.031901977,0.160579936,3.971492182,42.725,22.98,5e-05,119.934,2.447,0.21,0.3517317,1.343,0.694,0.582,0.247,0.171,0.844,0.296,0.189,0.515,37.03,0.27,0.006,"7/16/2024 15:14",4,48.457,25.41,0.00067,89.313,6.955,0.36,97.33963635,798.193,0.434,0.271,0.509,0.221,1.66,0.722,0.014,0.264,40.62,0.52,0.06,"7/16/2024 7:44",4,-1.02880602583333,-1.40240019866667,-2.0393484155,-31.79,964.45,9.95,117,2.087,0.0560613320555822,327.4869565,0.000171186457789754
"35",35,35,35,35,"3.LTVHLV.2.35",3,"LTVHLV",2,35,0.0419,0.144,0.96,1.73,2.834,NA,39.441,3.097,401.76,444.298,273.8958333,"gibson","photosynthesis",12.33266208,226.5715232,0.118704286,1.435445833,20.00011252,71.96661206,2.109323456,141.9117333,NA,8.099399798,0.552614169,5.25511465,279.1848629,NA,461.5409469,32.95282631,"bilinear",FALSE,FALSE,"photosynthesis",16.23084097,255.5422967,0.203062298,1.848131533,25.02109429,89.95394713,1.394004519,148.0302123,NA,4.222448014,0.267084627,5.076318522,310.6215698,NA,711.6252537,42.79637471,"bilinear",FALSE,FALSE,"photosynthesis",13.85607896,265.5653913,0.191414723,2.564623817,31.00592093,111.6751979,1.237046632,149.800651,NA,2.411339798,0.158151924,7.099884291,381.2530315,NA,1192.704642,57.78478677,"bilinear",FALSE,FALSE,29,3.358383333,0.910506667,3.36e-06,9.11e-07,3.36e-05,9.11e-06,0.108439888,0.029399634,0.121363933,0.032397362,0.153761295,3.688477478,43.9,23.4,6e-05,101.297,1.421,-0.01,0.30484125,1.225,0.844,0.553,0.242,0.204,0.52,0.311,0.134,0.555,33.71,0.55,0.006,"7/14/2024 14:57",4,49.339,32.25,0.00063,302.652,3.961,-1.38,313.5189389,4122.537,0.046,0.169,0.795,0.036,5.049,0.56,-0.129,0.569,36.06,0.33,0.191,"7/14/2024 10:53",4,-1.15050504808333,-1.88682546608333,-2.57859767908333,-30.97,911.69,13.38,108.78,1.952,0.0557274590163934,273.8958333,0.000203462237248986
"36",36,36,36,36,"3.LTVLLV.2.36",3,"LTVLLV",2,36,0.0451,0.1402,1.19,1.91,3.2402,NA,37.785,3.147,471.09,512.022,269.5078459,"gibson","photosynthesis",14.10903538,354.3282355,0.688801525,1.30896337,20.0333126,51.20592952,2.364706633,118.9588731,NA,5.980316273,0.813183905,6.75187514,428.8281647,NA,462.8635597,33.01082395,"bilinear",FALSE,FALSE,"photosynthesis",15.14652912,280.8530365,0.234597886,1.836833853,25.01870875,79.5860845,1.721842103,132.9445171,NA,3.704635077,0.348431471,5.342590185,325.4614725,NA,711.4725109,42.79103576,"bilinear",FALSE,FALSE,"photosynthesis",16.07951789,298.0805685,0.324256368,2.492409352,31.02969848,108.8380547,1.39833459,137.2389099,NA,1.643439979,0.188559654,4.665619706,343.8328227,NA,1195.151172,57.85239074,"bilinear",FALSE,FALSE,30,3.67793,0.94858,3.68e-06,9.49e-07,3.68e-05,9.49e-06,0.116870988,0.030142358,0.130799866,0.033215817,0.164015683,3.877300808,45.16,22.69,2e-05,-3728.76,6.398,0.6,0.319059,1.17,0.706,0.606,0.231,0.163,1.088,0.247,0.336,0.418,37.99,0.59,-0.075,"7/15/2024 15:04",4,70.627,23.22,0.00068,139.952,5.219,0.31,277.2773703,3924.662,0.438,0.157,0.587,0.257,3.129,1.368,-0.093,-0.275,38.01,0.57,0.095,"7/15/2024 9:18",4,-1.13835616291667,-1.50157598358333,-2.06344704075,-31.8,909.39,10.24,106.41,1.945,0.0547095115681234,269.5078459,0.000202997843663606
"37",37,37,37,37,"3.LTVLLV.2.37",3,"LTVLLV",2,37,0.05,0.2148,1.6,2.73,4.5448,NA,41.925,3.191,581.11,626.226,195.1815642,"ozzie","photosynthesis",14.83746823,202.0281351,0.126370215,1.339044185,19.98774061,86.10771923,3.544208766,160.2673774,NA,7.149445523,0.793391503,6.168550533,239.1405776,NA,461.0506502,32.93127361,"bilinear",FALSE,FALSE,"photosynthesis",20.8570563,238.9999186,0.241443256,1.736569583,24.98764271,118.2286475,1.872201941,189.9872771,NA,3.615999878,0.333302531,3.8950763,280.9691914,NA,709.5674703,42.72304756,"bilinear",FALSE,FALSE,"photosynthesis",21.94035254,247.0586997,0.283464738,2.42003987,31.02870783,168.9207606,1.185813693,203.7479502,NA,0.868987828,0.133437211,3.529027072,294.5092533,NA,1195.053576,57.84963364,"bilinear",FALSE,FALSE,31,4.10527,1.19225,4.11e-06,1.19e-06,4.11e-05,1.19e-05,0.12865152,0.037362896,0.143984421,0.041172596,0.185157017,3.443296289,41.215,25.51,6e-05,248.163,5.283,-0.56,0.36062145,1.231,0.509,0.651,0.232,0.118,1.141,0.195,0.481,0.324,46.47,1.38,0.015,"7/10/2024 15:02",3,53.884,26.15,0.00104,234.629,5.25,-0.48,165.6609935,4231.443,2.377,0.087,0.27,0.642,5.94,0.348,-0.139,0.791,43.87,1.31,0.244,"7/10/2024 9:05",3,-1.24328070366667,-1.74644619891667,-2.49787668025,-30.82,951.85,10.54,87.49,2.089,0.0418812829104835,195.1815642,0.000214576018396739
"38",38,38,38,38,"3.LTVLLV.2.38",3,"LTVLLV",2,38,0.0448,0.1431,1.31,2.1,3.5531,NA,36.012,3.182,501.51,540.704,251.6561845,"yadi","photosynthesis",12.06509423,354.003549,0.524103261,1.255072163,20.00460276,35.49197038,0.802465061,82.69399413,NA,1.737149284,0.27502384,3.154352319,449.1031981,NA,461.726817,32.96083355,"bilinear",FALSE,FALSE,"photosynthesis",14.02787014,291.3110949,0.235003139,1.686389002,25.01072839,61.03309557,0.99322338,100.0151148,NA,1.088569541,0.202138775,3.444021446,322.4457597,NA,710.9826266,42.77356134,"bilinear",FALSE,FALSE,"photosynthesis",14.93702519,305.8744348,0.324683253,2.337988215,31.0280013,94.03845667,1.132901158,117.2168204,NA,0.801051712,0.151372038,2.530857586,342.4555902,NA,1194.967369,57.84743938,"bilinear",FALSE,FALSE,32,4.407796667,1.121673333,4.41e-06,1.12e-06,4.41e-05,1.12e-05,0.138522837,0.035250576,0.155032218,0.038844894,0.193877112,3.929661636,43.615,23.31,1e-05,-236.412,3.876,-0.16,0.3396447,1.343,0.902,0.562,0.23,0.208,0.792,0.234,0.282,0.484,38.19,1.22,-0.002,"7/13/2024 14:38",4,51.761,25.67,0.00115,90.975,6.919,0.62,382.1087655,4043.479,2.799,0.21,0.208,0.582,4.63,1.291,-0.253,-0.038,36.95,1.56,0.105,"7/13/2024 8:16",4,-1.26773750525,-1.8410474545,-2.4269258535,-31.64,880.66,16.4,92.12,1.911,0.0482051282051282,251.6561845,0.000191551534093644
"39",39,39,39,39,"3.LTVLLV.2.39",3,"LTVLLV",2,39,0.0493,0.2153,1.69,2.77,4.6753,NA,42.537,3.146,589.67,635.353,197.5708314,"ozzie","photosynthesis",14.6627884,282.6275461,0.220174618,1.260591471,19.99687906,52.25090184,1.259862791,109.9124055,NA,3.091470546,0.363244191,3.112458803,336.9309924,NA,461.4138714,32.94721823,"bilinear",FALSE,FALSE,"photosynthesis",16.61101072,263.2537729,0.221387981,1.738519238,25.03224525,77.81522656,1.174944214,125.2635827,NA,1.344615743,0.233336069,3.55084722,304.0283421,NA,712.3033071,42.82067351,"bilinear",FALSE,FALSE,"photosynthesis",16.16204499,274.1911852,0.247364222,2.44477496,31.03083933,110.5304803,1.109657275,135.5641355,NA,0.47374707,0.137192991,2.342793685,326.6848419,NA,1195.260374,57.85552216,"bilinear",FALSE,FALSE,33,4.128423333,1.141176667,4.13e-06,1.14e-06,4.13e-05,1.14e-05,0.131227697,0.036273893,0.146867631,0.039972553,0.186840184,3.617689928,44.084,24.68,3e-05,466.725,3.214,-0.11,1.11393585,3.923,0.643,0.631,0.225,0.144,1.197,0.121,0.524,0.354,43.49,1.31,0.014,"7/8/2024 16:10",3,57.321,29.02,0.00078,82.512,4.322,0.03,312.3675144,3989.368,0.892,0.174,0.437,0.39,6.149,0.37,-0.012,0.643,46.28,1.29,0.064,"7/8/2024 11:45",3,-0.857188788833333,-1.58528399241667,-2.33451919725,-31.19,936.94,18.7,78.43,2.087,0.0375802587446095,197.5708314,0.000190211573633179
"40",40,40,40,40,"3.LTVLLV.2.40",3,"LTVLLV",2,40,0.0397,0.1016,1,1.51,2.6116,NA,34.123,3.106,432.21,469.439,335.8562992,"ozzie","photosynthesis",9.331135858,371.3194819,0.645310255,1.26521839,20.03849628,34.2924726,2.256374324,81.10594299,NA,4.393682305,0.814755526,6.711831635,469.7191111,NA,463.0714256,33.01991106,"bilinear",FALSE,FALSE,"photosynthesis",9.80406003,313.9820284,0.199495874,1.733765635,25.01259874,36.22780859,0.547901317,61.84050162,NA,-0.011401725,0.122070592,2.062376133,363.1717713,NA,711.0948371,42.77760906,"bilinear",FALSE,FALSE,"photosynthesis",9.712112757,323.0516313,0.24070384,2.326720331,31.01559924,50.28310327,1.001689096,60.01073484,NA,-0.839852232,0.136994276,2.184358341,329.5307304,NA,1193.686328,57.81210963,"bilinear",FALSE,FALSE,35,3.51693,0.88911,3.52e-06,8.89e-07,3.52e-05,8.89e-06,0.1132302,0.028625563,0.126725162,0.031544363,0.158269525,3.955562304,45.999,22.61,5e-05,136.142,5.548,0.2,0.3244212,1.224,0.784,0.589,0.23,0.181,1.207,0.348,0.376,0.276,39.1,0.4,0.007,"7/17/2024 14:43",5,53.162,24.15,0.00057,391.272,3.219,-0.12,135.4687871,1349.963,0.404,0.223,0.554,0.224,2.118,0.837,-0.373,0.536,38.82,0.14,0.223,"7/17/2024 7:58",5,-0.869059602,-1.09798864183333,-1.6172182655,-32.55,920.87,12.82,109.81,1.965,0.055882951653944,335.8562992,0.00016638947010092
"41",41,41,41,41,"2.LTVHLV.3.41",2,"LTVHLV",3,41,0.0412,0.1048,0.97,1.52,2.5948,NA,31.686,3.089,416.26,451.035,302.3473282,"yadi","photosynthesis",8.414392023,375.7513329,0.687682371,1.241203228,20.02244268,24.4353896,0.788956118,58.7051898,NA,1.380808376,0.284735911,3.677647257,501.2055195,NA,462.4297066,32.99181604,"bilinear",FALSE,FALSE,"photosynthesis",10.00944781,316.8514543,0.21176536,1.678514174,25.00460896,41.71920937,1.15281578,72.75739906,NA,1.391496061,0.261375957,3.779738999,376.393871,NA,710.6041554,42.76010997,"bilinear",FALSE,FALSE,"photosynthesis",10.60593227,335.1627109,0.338797241,2.321984612,31.01659776,56.19088609,0.881707876,72.13306986,NA,-0.370223681,0.128291099,2.944736526,375.2925363,NA,1193.792007,57.81498901,"bilinear",FALSE,FALSE,36,3.853956667,0.960523333,3.85e-06,9.61e-07,3.85e-05,9.61e-06,0.124763893,0.031094961,0.139633461,0.034265552,0.173899013,4.012350906,44.141,23.27,4e-05,171.604,3.797,-0.16,0.29062125,1.185,1.203,0.545,0.207,0.249,1.131,0.347,0.273,0.38,35.45,0.45,0.007,"7/14/2024 14:54",4,58.695,27.89,0.00069,71.573,6.405,-1.88,493.4378957,2072.833,0.625,0.529,0.29,0.181,2.785,1.737,-0.69,-0.047,38.57,1.44,0.049,"7/14/2024 9:51",4,-0.79807290925,-1.218828711,-1.62355112175,-33.57,926.61,18.74,101.48,2.012,0.0504373757455268,302.3473282,0.000166819320169957
"42",42,42,42,42,"2.LTVHLV.3.42",2,"LTVHLV",3,42,0.0423,0.1465,1.04,1.72,2.9065,NA,41.542,3.118,493.82,538.48,283.5631399,"yadi","photosynthesis",10.95952728,272.9180742,0.143009138,1.207985693,19.99899473,50.48013304,2.054744776,111.1201709,NA,5.522311895,0.6042276,5.538417241,376.1460334,NA,461.5037344,32.95104433,"bilinear",FALSE,FALSE,"photosynthesis",14.76099329,303.69486,0.288220974,1.614871391,25.00174383,57.90151202,0.619041333,98.31456028,NA,0.375569803,0.1306083,4.13585392,347.6380664,NA,710.4282233,42.75383528,"bilinear",FALSE,FALSE,"photosynthesis",15.50934009,312.725596,0.376285441,2.235866597,31.00933961,87.02484872,1.441222537,105.8737012,NA,-0.794822168,0.184088973,2.993962723,329.5348368,NA,1193.043579,57.79433038,"bilinear",FALSE,FALSE,37,2.60981,0.66364,2.61e-06,6.64e-07,2.61e-05,6.64e-06,0.083701411,0.021284157,0.093677084,0.023454391,0.117131475,3.932568863,41.565,25.44,3e-05,262.313,5.837,-0.11,0.3362166,1.237,0.861,0.604,0.213,0.183,1.105,0.234,0.379,0.387,36.54,1.35,0.008,"7/10/2024 15:06",3,52.302,24.37,0.00043,61.799,1.484,-0.1,96.13143945,729.097,0.255,0.293,0.563,0.144,3.855,0.315,-0.029,0.714,37.05,0.89,0.027,"7/10/2024 8:01",3,-0.853295010083333,-1.011970711,-1.57019216641667,-33.07,903.65,9.72,94.18,1.952,0.0482479508196721,283.5631399,0.000170148880551566
"43",43,43,43,43,"2.LTVHLV.3.43",2,"LTVHLV",3,43,0.0407,0.0989,0.9,1.44,2.4389,NA,29.854,3.068,408.59,441.512,301.8604651,"yadi","photosynthesis",9.556977779,338.5039537,0.267778439,1.269773295,20.00311322,28.51110873,0.837105789,63.76263425,NA,1.207637847,0.27562112,2.868197431,411.6651968,NA,461.6599382,32.95805547,"bilinear",FALSE,FALSE,"photosynthesis",10.22607193,316.020539,0.215367406,1.684946123,24.99566443,41.03736258,1.003403718,70.4792715,NA,0.96405841,0.242851963,3.581445434,364.6770119,NA,710.0549032,42.74052095,"bilinear",FALSE,FALSE,"photosynthesis",10.56142056,325.3344482,0.278642982,2.281906598,31.0022301,57.90357663,1.073818134,72.80523783,NA,-0.062814576,0.167785995,3.421373814,360.038884,NA,1192.313032,57.77412998,"bilinear",FALSE,FALSE,38,3.77269,0.99599,3.77e-06,9.96e-07,3.77e-05,9.96e-06,0.122969035,0.03246382,0.137624688,0.035773987,0.173398675,3.787879396,41.661,24.73,-3e-05,-237.013,5.228,0.7,0.41698935,1.497,0.968,0.619,0.194,0.188,0.541,0.353,0.046,0.601,13.85,0.42,0.007,"7/15/2024 13:50",4,51.661,25.4,0.00056,156.624,3.888,-0.21,46.4326542,697.187,0.44,0.148,0.592,0.26,2.177,0.435,0.053,0.512,38.46,0.43,0.088,"7/15/2024 7:43",4,-0.716491432916667,-1.01477830491667,-1.52958519908333,-33.6,889.86,8.64,104.15,1.923,0.0541601664066563,301.8604651,0.000179421198429261
